id,ageInDays,ageInDaysForYear,ageInYears,amateurClubName,amateurLeague,birthDate,birthPlace,countryCode,csPlayerId,draftDate,draftMasterId,draftYear,draftedByTeamId,firstName,height,lastName,notes,overallPickNumber,pickInRound,playerId,playerName,position,removedOutright,removedOutrightWhy,roundNumber,shootsCatches,supplementalDraft,teamPickHistory,triCode,weight
1548,6603.0,28.0,18.0,Slavia Jr.,CZE JR.,1987-07-02,"Trebic, Czech Republic",CZE,47690.0,2005-07-30,52,2005,6,Vladimir,70.0,Sobotka,Brian Rolston Compensatory Pick (Group 3),106,15,8471743.0,Vladimir Sobotka,F,N,,4,L,N,BOS,BOS,183.0
1549,6741.0,166.0,18.0,Saginaw,OHL,1987-02-14,"Thunder Bay, ON  CAN",CAN,20145.0,2005-07-30,52,2005,3,Tom,71.0,Pyatt,,107,16,8471768.0,Tom Pyatt,C,N,,4,L,N,NYR,NYR,187.0
1550,6629.0,54.0,18.0,HV 71 Jr.,SWEDEN-JR.,1987-06-06,"Eksjo, Sweden",SWE,34109.0,2005-07-30,52,2005,16,Niklas,75.0,Hjalmarsson,,108,17,8471769.0,Niklas Hjalmarsson,D,N,,4,L,N,NYI-CHI,CHI,205.0
1390,7198.0,258.0,19.0,U. of Denver,WCHA,1985-11-14,"West Bend, WI  USA",USA,24297.0,2005-07-30,52,2005,15,Andrew,74.0,Thomas,,109,18,8471771.0,Andrew Thomas,D,N,,4,R,N,WSH,WSH,196.0
1551,6863.0,288.0,18.0,Portland,WHL,1986-10-15,"Ponoka, AB  CAN",CAN,793.0,2005-07-30,52,2005,30,Kyle,74.0,Bailey,,110,19,8471772.0,Kyle Bailey,C,N,,4,R,N,BUF-MIN,MIN,182.0
1552,6641.0,66.0,18.0,Regina,WHL,1987-05-25,"Calgary, AB  CAN",CAN,25762.0,2005-07-30,52,2005,20,J.D.,73.0,Watt,Craig Conroy Compensatory Pick (Group 3),111,20,8471773.0,J.D. Watt,RW,N,,4,R,N,CGY,CGY,198.0
1553,6577.0,2.0,18.0,Cedar Rapids,USHL,1987-07-28,"St. Paul, MN  USA",USA,23302.0,2005-07-30,52,2005,28,Alex,72.0,Stalock,,112,21,8471774.0,Alex Stalock,G,N,,4,L,N,SJS,SJS,185.0
1554,7008.0,68.0,19.0,Miami University,CCHA,1986-05-23,"Cleveland, OH  USA",USA,5636.0,2005-07-30,52,2005,16,Nathan,73.0,Davis,,113,22,8471775.0,Nathan Davis,F,N,,4,L,N,LAK-CHI,CHI,205.0
1555,6806.0,231.0,18.0,Chicoutimi,QMJHL,1986-12-11,"Drummondville, QC  CAN",CAN,25351.0,2005-07-30,52,2005,23,Alexandre,76.0,Vincent,,114,23,8471776.0,Alexandre Vincent,G,N,,4,L,N,VAN,VAN,193.0
1556,7070.0,130.0,19.0,Saipa,FINLAND,1986-03-22,"Lappeenranta, Finland",FIN,68638.0,2005-07-30,52,2005,9,Janne,75.0,Kolehmainen,,115,24,8471777.0,Janne Kolehmainen,LW,N,,4,L,N,OTT,OTT,209.0
1391,7020.0,80.0,19.0,Quebec,QMJHL,1986-05-11,"Corvallis, OR  USA",USA,52988.0,2005-07-30,52,2005,11,Jordan,75.0,Lavallee-Smotherman,,116,25,8471778.0,Jordan Lavallee-Smotherman,LW,N,,4,L,N,ATL,ATL,225.0
1557,6774.0,199.0,18.0,Chelyabinsk,RUSSIA-2,1987-01-12,"Chelyabinsk, Russia",RUS,34939.0,2005-07-30,52,2005,16,Denis,72.0,Istomin,,117,26,8471779.0,Denis Istomin,RW,N,,4,L,N,CHI,CHI,196.0
1558,6710.0,135.0,18.0,Saginaw,OHL,1987-03-17,"Strathroy, ON  CAN",CAN,16551.0,2005-07-30,52,2005,15,Patrick,72.0,McNeill,Michael Nylander Compensatory Pick (Group 3),118,27,8471780.0,Patrick McNeill,D,N,,4,L,N,BOS-WSH,WSH,198.0
1559,6861.0,286.0,18.0,Halifax,QMJHL,1986-10-17,"Silver Spring, MD  USA",USA,6612.0,2005-07-30,52,2005,4,Jeremy,72.0,Duchesne,,119,28,8471781.0,Jeremy Duchesne,G,N,,4,L,N,CBJ-PHX-PHI,PHI,201.0
1560,6733.0,158.0,18.0,P.E.I.,QMJHL,1987-02-22,"Himki, Russia",RUS,24781.0,2005-07-30,52,2005,22,Viacheslav,73.0,Trukhno,Petr Nedved Compensatory Pick (Group 3),120,29,8471782.0,Viacheslav Trukhno,C,N,,4,L,N,EDM,EDM,197.0
1517,6733.0,158.0,18.0,Skalica Jr.,SVK JR.,1987-02-22,"Skalica, Slovakia",SVK,41229.0,2005-07-30,52,2005,8,Juraj,73.0,Mikus,,121,30,8471783.0,Juraj Mikus,F,N,,4,R,N,MTL,MTL,205.0
1518,6770.0,195.0,18.0,Frolunda Jr.,SWEDEN-JR.,1987-01-16,"Rodovre, Denmark",DNK,40133.0,2005-07-30,52,2005,30,Morten,74.0,Madsen,,122,31,8471784.0,Morten Madsen,F,N,,4,L,N,MIN,MIN,185.0
1519,6721.0,146.0,18.0,Trencin Jr.,SVK JR.,1987-03-06,"Piestany, Slovakia",SVK,43063.0,2005-07-30,52,2005,12,Ondrej,74.0,Otcenas,,123,32,8471785.0,Ondrej Otcenas,F,N,,4,L,N,CAR,CAR,187.0
1520,6890.0,315.0,18.0,Kamloops,WHL,1986-09-18,"Long Beach, CA  USA",USA,14993.0,2005-07-30,52,2005,21,Ray,74.0,Macias,,124,33,8471786.0,Ray Macias,D,N,,4,R,N,ANA-COL,COL,195.0
1521,6652.0,77.0,18.0,Karpat Jr.,Finland Jr.,1987-05-14,"Kajaani, Finland",FIN,39175.0,2005-07-30,52,2005,5,Tommi,74.0,Leinonen,,125,34,8471787.0,Tommi Leinonen,D,N,,4,L,N,PIT,PIT,185.0
1561,6862.0,287.0,18.0,South Surrey,BCHL,1986-10-16,"Victoria, BC  CAN",CAN,5182.0,2005-07-30,52,2005,5,Tim,74.0,Crowder,,126,1,8471788.0,Tim Crowder,RW,N,,5,R,N,PIT,PIT,180.0
1562,6667.0,92.0,18.0,Kingston,OHL,1987-04-29,"Thunder Bay, ON  CAN",CAN,2168.0,2005-07-30,52,2005,24,Bobby,76.0,Bolt,,127,2,8471789.0,Bobby Bolt,LW,N,,5,L,N,ANA,ANA,219.0
1522,6736.0,161.0,18.0,Belleville,OHL,1987-02-19,"Kingston, ON  CAN",CAN,13422.0,2005-07-30,52,2005,20,Kevin,72.0,Lalande,,128,3,8471790.0,Kevin Lalande,G,N,,5,L,N,CAR-CGY,CGY,175.0
1563,7012.0,72.0,19.0,Thayer Academy,USHSE,1986-05-19,"Braintree, MA  USA",USA,122.0,2005-07-30,52,2005,30,Anthony,73.0,Aiello,,129,4,8471791.0,Anthony Aiello,D,N,,5,L,N,MIN,MIN,187.0
1564,6890.0,315.0,18.0,Lewiston,QMJHL,1986-09-18,"Sorel, QC  CAN",CAN,641.0,2005-07-30,52,2005,8,Mathieu,75.0,Aubin,,130,5,8471792.0,Mathieu Aubin,C,N,,5,R,N,MTL,MTL,190.0
1565,7598.0,293.0,20.0,Sparta,CZE,1984-10-10,"Broumov, Czech Republic",CZE,44375.0,2005-07-30,52,2005,29,Tomas,73.0,Popperle,,131,6,8471793.0,Tomas Popperle,G,N,,5,L,N,CBJ,CBJ,187.0
1566,6765.0,190.0,18.0,Medicine Hat,WHL,1987-01-21,"St. Andrews, MB  CAN",CAN,10467.0,2005-07-30,52,2005,17,Darren,71.0,Helm,Dominik Hasek Compensatory Pick (Group 3),132,7,8471794.0,Darren Helm,F,N,,5,L,N,DET,DET,195.0
1567,7134.0,194.0,19.0,Chicoutimi,QMJHL,1986-01-17,"Martin, Slovakia",SVK,38940.0,2005-07-30,52,2005,14,Stanislav,72.0,Lascek,Jassen Cullimore Compensatory Pick (Group 3),133,8,8471795.0,Stanislav Lascek,RW,N,,5,L,N,TBL,TBL,195.0
1568,6812.0,237.0,18.0,Notre Dame,SJHL,1986-12-05,"Winnipeg, MB  CAN",CAN,24868.0,2005-07-30,52,2005,16,Brennan,75.0,Turner,,134,9,8471796.0,Brennan Turner,D,N,,5,L,N,CHI,CHI,222.0
1523,6549.0,339.0,17.0,Trinec Jr.,CZE JR.,1987-08-25,"Sumperk, Czech Republic",CZE,44409.0,2005-07-30,52,2005,11,Tomas,72.0,Pospisil,,135,10,8471797.0,Tomas Pospisil,RW,N,,5,L,N,ATL,ATL,185.0
1569,6717.0,142.0,18.0,Zlin Jr.,CZE JR.,1987-03-10,"Gottwaldov, Czech Republic",CZE,38295.0,2005-07-30,52,2005,9,Tomas,75.0,Kudelka,,136,11,8471798.0,Tomas Kudelka,D,N,,5,L,N,OTT,OTT,195.0
1570,6995.0,55.0,19.0,Kumla Jr.,SWEDEN-JR.,1986-06-05,"Orebro, Sweden",SWE,45756.0,2005-07-30,52,2005,17,Johan,76.0,Ryno,Brett Hull Compensatory Pick (Group 3),137,12,8471799.0,Johan Ryno,F,N,,5,L,N,DET,DET,198.0
1571,6785.0,210.0,18.0,Chilliwack,BCHL,1987-01-01,"Bellingham, WA  USA",USA,3228.0,2005-07-30,52,2005,23,Matt,73.0,Butcher,,138,13,8471800.0,Matt Butcher,C,N,,5,L,N,VAN,VAN,185.0
1572,6977.0,37.0,19.0,Malmo Jr.,SWEDEN-JR.,1986-06-23,"Malmö, Sweden",SWE,34010.0,2005-07-30,52,2005,26,Patrik,75.0,Hersley,,139,14,8471801.0,Patrik Hersley,D,N,,5,R,N,LAK,LAK,205.0
1573,6894.0,319.0,18.0,Kootenay,WHL,1986-09-14,"Richmond, BC  CAN",CAN,5444.0,2005-07-30,52,2005,28,Taylor,73.0,Dakers,Vincent Damphousse Compensatory Pick (Group 3),140,15,8471802.0,Taylor Dakers,G,N,,5,L,N,SJS,SJS,175.0
1574,7412.0,107.0,20.0,Colorado College,WCHA,1985-04-14,"Hermosa Beach, CA  USA",USA,21494.0,2005-07-30,52,2005,24,Brian,74.0,Salcido,,141,16,8471803.0,Brian Salcido,D,N,,5,L,N,SJS-ANA,ANA,188.0
1524,6581.0,6.0,18.0,USA U-18,USA,1987-07-24,"Oxford, MI  USA",USA,8743.0,2005-07-30,52,2005,7,Nathan,65.0,Gerbe,,142,17,8471804.0,Nathan Gerbe,C,N,,5,L,N,BUF,BUF,178.0
1575,6804.0,229.0,18.0,Brampton,OHL,1986-12-13,"Hamilton, ON  CAN",CAN,14988.0,2005-07-30,52,2005,15,Daren,72.0,Machesney,,143,18,8471805.0,Daren Machesney,G,N,,5,L,N,WSH,WSH,182.0
1576,7500.0,195.0,20.0,Moose Jaw,WHL,1985-01-16,"Pori, Finland",FIN,40517.0,2005-07-30,52,2005,2,Masi,74.0,Marjamaki,,144,19,8470659.0,Masi Marjamaki,RW,N,,5,L,N,NYI,NYI,184.0
1577,6743.0,168.0,18.0,N.E. Jr. Falcons,EJHL,1987-02-12,"Red Bank, NJ  USA",USA,13192.0,2005-07-30,52,2005,12,Timothy,73.0,Kunes,Sean Hill Compensatory Pick (Group 3),145,20,8471806.0,Timothy Kunes,D,N,,5,L,N,CAR,CAR,170.0
1578,6757.0,182.0,18.0,Sodertalje Jr.,SWEDEN-JR.,1987-01-29,"Sodertalje, Sweden",SWE,51118.0,2005-07-30,52,2005,25,Tom,73.0,Wandell,Richard Matvichuk Compensatory Pick (Group 3),146,21,8471807.0,Tom Wandell,F,N,,5,L,N,DAL,DAL,197.0
1579,6705.0,130.0,18.0,Owen Sound,OHL,1987-03-22,"Toronto, ON  CAN",CAN,12987.0,2005-07-30,52,2005,3,Trevor,75.0,Koverko,,147,22,8471808.0,Trevor Koverko,D,N,,5,L,N,NYR,NYR,205.0
1580,6702.0,127.0,18.0,Togliatti,RUS,1987-03-25,"Togliatti, Russia",RUS,38174.0,2005-07-30,52,2005,27,Anton,75.0,Krysanov,,148,23,8471809.0,Anton Krysanov,C,N,,5,L,N,PHX,PHX,198.0
1525,6710.0,135.0,18.0,Ottawa,OHL,1987-03-17,"Richmond Hill, ON  CAN",CAN,12043.0,2005-07-30,52,2005,28,Derek,73.0,Joslin,Mike Ricci Compensatory Pick (Group 3),149,24,8471810.0,Derek Joslin,D,N,,5,L,N,SJS,SJS,210.0
1581,6878.0,303.0,18.0,Windsor,OHL,1986-09-30,"Toronto, ON  CAN",CAN,18400.0,2005-07-30,52,2005,18,Cal,72.0,O'Reilly,,150,25,8471811.0,Cal O'Reilly,C,N,,5,L,N,NSH,NSH,187.0
1582,6692.0,117.0,18.0,Prince Albert,WHL,1987-04-04,"Richmond, BC  CAN",CAN,15890.0,2005-07-30,52,2005,17,Jeff,74.0,May,,151,26,8471812.0,Jeff May,D,N,,5,L,N,DET,DET,201.0
1583,6776.0,201.0,18.0,London,OHL,1987-01-10,"Windsor, ON  CAN",CAN,1276.0,2005-07-30,52,2005,4,Josh,73.0,Beaulieu,,152,27,8471813.0,Josh Beaulieu,C,N,,5,L,N,PHI,PHI,180.0
1584,7086.0,146.0,19.0,Junior Bruins,EJHL,1986-03-06,"Danvers, MA  USA",USA,1649.0,2005-07-30,52,2005,10,Alex,74.0,Berry,,153,28,8471814.0,Alex Berry,RW,N,,5,R,N,TOR,TOR,218.0
1585,6831.0,256.0,18.0,Saskatoon,WHL,1986-11-16,"Lethbridge, AB  CAN",CAN,20205.0,2005-07-30,52,2005,6,Wacey,70.0,Rabbit,,154,29,8471815.0,Wacey Rabbit,C,N,,5,L,N,BOS,BOS,169.0
1586,6651.0,76.0,18.0,Noble & Greenough,USHSE,1987-05-15,"Nashua, NH  USA",USA,7405.0,2005-07-30,52,2005,1,Mark,75.0,Fayne,,155,30,8471816.0,Mark Fayne,D,N,,5,R,N,NJD,NJD,215.0
1526,6766.0,191.0,18.0,Brandon,WHL,1987-01-20,"Winnipeg, MB  CAN",CAN,20399.0,2005-07-30,52,2005,19,Ryan,73.0,Reaves,,156,31,8471817.0,Ryan Reaves,RW,N,,5,R,N,STL,STL,225.0
1587,6625.0,50.0,18.0,Frolunda Jr.,SWEDEN-JR.,1987-06-10,"Gothenburg, Sweden",SWE,43859.0,2005-07-30,52,2005,22,Fredrik,70.0,Pettersson,,157,32,8471818.0,Fredrik Pettersson,LW,N,,5,R,N,EDM,EDM,185.0
1588,7034.0,94.0,19.0,Medicine Hat,WHL,1986-04-27,"Medicine Hat, AB  CAN",CAN,12317.0,2005-07-30,52,2005,20,Matt,73.0,Keetley,,158,33,8471819.0,Matt Keetley,G,N,,5,R,N,CGY,CGY,187.0
1589,6820.0,245.0,18.0,Karpat Jr.,Finland Jr.,1986-11-27,"Sotkamo, Finland",FIN,37475.0,2005-07-30,52,2005,12,Risto,75.0,Korhonen,,159,34,8471820.0,Risto Korhonen,D,N,,5,L,N,COL-CAR,CAR,202.0
1590,6825.0,250.0,18.0,Vernon,BCHL,1986-11-22,"Aylesbury, SK  CAN",CAN,25713.0,2005-07-30,52,2005,25,Matt,70.0,Watkins,,160,35,8471821.0,Matt Watkins,RW,N,,5,L,N,DAL,DAL,180.0
1591,6751.0,176.0,18.0,N.H. Jr. Monarchs,EJHL,1987-02-04,"Pembroke, NH  USA",USA,7944.0,2005-07-30,52,2005,13,Brian,73.0,Foster,,161,36,8471822.0,Brian Foster,G,N,,5,L,N,FLA,FLA,155.0
1592,7278.0,338.0,19.0,U. Mass-Amherst,H-EAST,1985-08-26,"Springfield, MA  USA",USA,7455.0,2005-07-30,52,2005,28,Paul,71.0,Fenton,,162,37,8471823.0,Paul Fenton,F,N,,5,L,N,TBL-SJS,SJS,185.0
1527,7511.0,206.0,20.0,Saginaw,OHL,1985-01-05,"Ilava, Czech Republic",CZE,38611.0,2005-07-30,52,2005,14,Marek,71.0,Kvapil,,163,1,8471824.0,Marek Kvapil,RW,N,,6,L,N,TBL,TBL,172.0
1593,6851.0,276.0,18.0,Spartak St. Pet.,RUSSIA-2,1986-10-27,"St. Petersburg, Russia",RUS,30620.0,2005-07-30,52,2005,13,Roman,75.0,Derlyuk,,164,2,8471825.0,Roman Derlyuk,D,N,,6,L,N,FLA,FLA,198.0
1594,6885.0,310.0,18.0,Sudbury,OHL,1986-09-23,"London, ON  CAN",CAN,1352.0,2005-07-30,52,2005,14,Kevin,76.0,Beech,,165,3,8471826.0,Kevin Beech,G,N,,6,L,N,DAL-TBL,TBL,168.0
1595,6640.0,65.0,18.0,Spokane,WHL,1987-05-26,"North Vancouver, BC  CAN",CAN,14831.0,2005-07-30,52,2005,21,Jason,75.0,Lynch,,166,4,8471827.0,Jason Lynch,D,N,,6,R,N,COL,COL,205.0
1596,7484.0,179.0,20.0,U. of Vermont,ECAC,1985-02-01,"Bemidji, MN  USA",USA,7312.0,2005-07-30,52,2005,16,Joe,76.0,Fallon,,167,5,8471828.0,Joe Fallon,G,N,,6,L,N,CGY-CHI,CHI,200.0
1597,6610.0,35.0,18.0,USA U-18,USA,1987-06-25,"Erie, PA  USA",USA,16716.0,2005-07-30,52,2005,21,Justin,71.0,Mercier,,168,6,8471829.0,Justin Mercier,F,N,,6,L,N,EDM-COL,COL,190.0
1598,6701.0,126.0,18.0,Prince Albert,WHL,1987-03-26,"Vancouver, BC  CAN",CAN,8614.0,2005-07-30,52,2005,19,Mike,75.0,Gauthier,,169,7,8471830.0,Mike Gauthier,D,N,,6,R,N,STL,STL,185.0
1528,6642.0,67.0,18.0,Spokane,WHL,1987-05-24,"Denver, CO  USA",USA,26863.0,2005-07-30,52,2005,1,Sean,74.0,Zimmerman,,170,8,8471831.0,Sean Zimmerman,D,N,,6,R,N,NJD,NJD,220.0
1599,6772.0,197.0,18.0,Prince George,WHL,1987-01-14,"Prince George, BC  CAN",CAN,6516.0,2005-07-30,52,2005,19,Nick,72.0,Drazenovic,Scott Mellanby Compensatory Pick (Group 3),171,9,8471832.0,Nick Drazenovic,C,N,,6,L,N,STL,STL,200.0
1600,6585.0,10.0,18.0,Liberec Jr.,CZE JR.,1987-07-20,"Jihlava, Czech Republic",CZE,50285.0,2005-07-30,52,2005,6,Lukas,75.0,Vantuch,,172,10,8471833.0,Lukas Vantuch,F,N,,6,L,N,BOS,BOS,200.0
1601,6752.0,177.0,18.0,Modo Jr.,SWEDEN-JR.,1987-02-03,"Kramfors, Sweden",SWE,30366.0,2005-07-30,52,2005,10,Johan,74.0,Dahlberg,,173,11,8471834.0,Johan Dahlberg,F,N,,6,L,N,TOR,TOR,194.0
1602,6618.0,43.0,18.0,Red Deer,WHL,1987-06-17,"Calgary, AB  CAN",CAN,7734.0,2005-07-30,52,2005,4,John,73.0,Flatters,,174,12,8471835.0,John Flatters,D,N,,6,L,N,PHI,PHI,203.0
1603,6726.0,151.0,18.0,Ilves Jr.,Finland Jr.,1987-03-01,"Savonlinna, Finland",FIN,41122.0,2005-07-30,52,2005,17,Juho,74.0,Mielonen,,175,13,8471836.0,Juho Mielonen,D,N,,6,R,N,DET,DET,183.0
1604,7403.0,98.0,20.0,Harvard U.,ECAC,1985-04-23,"Medford, NJ  USA",USA,15298.0,2005-07-30,52,2005,18,Ryan,74.0,Maki,,176,14,8471837.0,Ryan Maki,RW,N,,6,R,N,NSH,NSH,206.0
1529,6676.0,101.0,18.0,Regina,WHL,1987-04-20,"Camrose, AB  CAN",CAN,20537.0,2005-07-30,52,2005,29,Derek,75.0,Reinhart,,177,15,8471838.0,Derek Reinhart,D,N,,6,L,N,PHX-CBJ,CBJ,205.0
1657,6764.0,189.0,18.0,Lake of the Woods,USHSW,1987-01-22,"Vancouver, BC  CAN",CAN,1427.0,2005-07-30,52,2005,3,Greg,75.0,Beller,,178,16,8471839.0,Greg Beller,F,N,,6,L,N,NYR,NYR,220.0
1658,6633.0,58.0,18.0,Kootenay,WHL,1987-06-02,"Viking, AB  CAN",CAN,23843.0,2005-07-30,52,2005,20,Brett,72.0,Sutter,Kryzstof Oliwa Compensatory Pick (Group 3),179,17,8471840.0,Brett Sutter,F,N,,6,L,N,CGY,CGY,200.0
1659,7080.0,140.0,19.0,Salmon Arm,BCHL,1986-03-12,"Grand Prairie, AB  CAN",CAN,15740.0,2005-07-30,52,2005,2,Tyrell,73.0,Mason,,180,18,8471841.0,Tyrell Mason,D,N,,6,L,N,NYI,NYI,167.0
1660,7031.0,91.0,19.0,Sioux City,USHL,1986-04-30,"Buffalo, NY  USA",USA,12429.0,2005-07-30,52,2005,15,Tim,70.0,Kennedy,,181,19,8471842.0,Tim Kennedy,LW,N,,6,L,N,WSH,WSH,173.0
1661,7477.0,172.0,20.0,London,OHL,1985-02-08,"Toronto, ON  CAN",CAN,5909.0,2005-07-30,52,2005,7,Adam,71.0,Dennis,,182,20,8471843.0,Adam Dennis,G,N,,6,L,N,BUF,BUF,183.0
1662,7479.0,174.0,20.0,Ottawa,OHL,1985-02-06,"Arnprior, ON  CAN",CAN,4493.0,2005-07-30,52,2005,28,William,74.0,Colbert,,183,21,8470817.0,William Colbert,D,N,,6,L,N,SJS,SJS,210.0
1530,6724.0,149.0,18.0,Plymouth,OHL,1987-03-03,"Flint, MI  USA",USA,16231.0,2005-07-30,52,2005,26,Ryan,74.0,McGinnis,,184,22,8471844.0,Ryan McGinnis,D,N,,6,L,N,LAK,LAK,197.0
1663,6732.0,157.0,18.0,Notre Dame,SJHL,1987-02-23,"Campbell River, BC  CAN",CAN,8150.0,2005-07-30,52,2005,23,Kris,74.0,Fredheim,,185,23,8471846.0,Kris Fredheim,D,N,,6,R,N,VAN,VAN,170.0
1664,7411.0,106.0,20.0,Yaroslavl,RUS,1985-04-15,"Perm, Russia",RUS,40913.0,2005-07-30,52,2005,9,Dimitri,74.0,Megalinsky,,186,24,8471847.0,Dimitri Megalinsky,D,N,,6,L,N,OTT,OTT,212.0
1665,6724.0,149.0,18.0,Ufa 2,RUSSIA-3,1987-03-03,"Ufa, Russia",RUS,52201.0,2005-07-30,52,2005,11,Andrey,73.0,Zubarev,,187,25,8471848.0,Andrey Zubarev,D,N,,6,L,N,ATL,ATL,210.0
1666,7102.0,162.0,19.0,Sioux City,USHL,1986-02-18,"Potsdam, NY  USA",USA,3984.0,2005-07-30,52,2005,16,Joe,74.0,Charlebois,,188,26,8471849.0,Joe Charlebois,D,N,,6,R,N,CHI,CHI,217.0
1667,6696.0,121.0,18.0,Frolunda Jr.,SWEDEN-JR.,1987-03-31,"Yekaterinburg, Russia",RUS,48038.0,2005-07-30,52,2005,29,Kirill,72.0,Starkov,,189,27,8471850.0,Kirill Starkov,C,N,,6,L,N,CBJ,CBJ,194.0
1668,6855.0,280.0,18.0,Guelph,OHL,1986-10-23,"Sault Ste. Marie, ON  CAN",CAN,5359.0,2005-07-30,52,2005,8,Matt,72.0,D'Agostini,,190,28,8471851.0,Matt D'Agostini,RW,N,,6,R,N,MTL,MTL,200.0
1531,6644.0,69.0,18.0,Krylja,RUSSIA-2,1987-05-22,"Moscow, Russia",RUS,29593.0,2005-07-30,52,2005,7,Vjateslav,73.0,Buravchikov,,191,29,8471852.0,Vjateslav Buravchikov,D,N,,6,L,N,MIN-BUF,BUF,189.0
1669,6635.0,60.0,18.0,Chicoutimi,QMJHL,1987-05-31,"Granby, QC  CAN",CAN,1945.0,2005-07-30,52,2005,12,Nicolas,75.0,Blanchard,,192,30,8471853.0,Nicolas Blanchard,C,N,,6,L,N,CAR,CAR,200.0
1670,6551.0,341.0,17.0,Wayzata,USHSW,1987-08-23,"Wayzata, MN  USA",USA,14730.0,2005-07-30,52,2005,28,Tony,72.0,Lucia,,193,31,8471854.0,Tony Lucia,LW,N,,6,L,N,ANA-SJS,SJS,190.0
1671,6779.0,204.0,18.0,Shawinigan,QMJHL,1987-01-07,"St-George, QC  CAN",CAN,18862.0,2005-07-30,52,2005,5,Jean-Philippe,75.0,Paquet,,194,32,8471855.0,Jean-Philippe Paquet,D,N,,6,L,N,PIT,PIT,202.0
1672,7284.0,344.0,19.0,Sioux Falls,USHL,1985-08-20,"St. Louis, MO  USA",USA,25380.0,2005-07-30,52,2005,5,Joe,71.0,Vitale,,195,1,8471856.0,Joe Vitale,C,N,,7,R,N,PIT,PIT,205.0
1673,7132.0,192.0,19.0,Sarnia,OHL,1986-01-19,"Buffalo, NY  USA",USA,24898.0,2005-07-30,52,2005,2,Nicholas,78.0,Tuzzolino,Alexander Karpovtsev Compensatory Pick (Group 3),196,2,8471857.0,Nicholas Tuzzolino,D,N,,7,R,N,NYI,NYI,225.0
1532,6771.0,196.0,18.0,Rouyn-Noranda,QMJHL,1987-01-15,"Victoriaville, QC  CAN",CAN,14294.0,2005-07-30,52,2005,24,Jean-Philippe,73.0,Levasseur,,197,3,8471845.0,Jean-Philippe Levasseur,G,N,,7,R,N,ANA,ANA,205.0
1674,6775.0,200.0,18.0,USA U-18,USA,1987-01-11,"Southfield, MI  USA",USA,13835.0,2005-07-30,52,2005,12,Kyle,71.0,Lawson,,198,4,8471770.0,Kyle Lawson,D,N,,7,R,N,CAR,CAR,192.0
1675,7113.0,173.0,19.0,Tri-City,WHL,1986-02-07,"Burnaby, BC  CAN",CAN,7087.0,2005-07-30,52,2005,30,Riley,80.0,Emmerson,,199,5,8471858.0,Riley Emmerson,D,N,,7,L,N,MIN,MIN,230.0
1676,6707.0,132.0,18.0,Gomel,BLR,1987-03-20,"Novopolotsk, Belarus",BLR,12955.0,2005-07-30,52,2005,8,Sergei,72.0,Kostitsyn,,200,6,8471859.0,Sergei Kostitsyn,F,N,,7,L,N,MTL,MTL,210.0
1677,7428.0,123.0,20.0,Peterborough,OHL,1985-03-29,"Winchester, ON  CAN",CAN,10506.0,2005-07-30,52,2005,29,Trevor,74.0,Hendrikx,,201,7,8470872.0,Trevor Hendrikx,D,N,,7,R,N,CBJ,CBJ,200.0
1678,6623.0,48.0,18.0,Budejovice Jr.,CZE JR.,1987-06-12,"Opava, Czech Republic",CZE,38267.0,2005-07-30,52,2005,16,David,71.0,Kuchejda,,202,8,8471860.0,David Kuchejda,RW,N,,7,L,N,CHI,CHI,189.0
1679,6777.0,202.0,18.0,Spokane,WHL,1987-01-09,"Lund, Sweden",SWE,10808.0,2005-07-30,52,2005,16,Adam,73.0,Hobson,,203,9,8471861.0,Adam Hobson,C,N,,7,L,N,ATL-CHI,CHI,219.0
1533,7083.0,143.0,19.0,Upper Canada Coll.,CCL,1986-03-09,"St. John's, NL  CAN",CAN,9462.0,2005-07-30,52,2005,9,Colin,75.0,Greening,,204,10,8471862.0,Colin Greening,F,N,,7,L,N,OTT,OTT,211.0
1680,6721.0,146.0,18.0,Dubnica Jr.,SVK JR.,1987-03-06,"Trencin, Slovakia",SVK,1986.0,2005-07-30,52,2005,23,Mario,72.0,Bliznak,,205,11,8471863.0,Mario Bliznak,C,N,,7,L,N,VAN,VAN,185.0
1681,7175.0,235.0,19.0,Sioux City,USHL,1985-12-07,"Alexandria, MN  USA",USA,16790.0,2005-07-30,52,2005,26,Josh,74.0,Meyers,,206,12,8471864.0,Josh Meyers,D,N,,7,R,N,LAK,LAK,180.0
1682,6740.0,165.0,18.0,Spokane,WHL,1987-02-15,"Steinbach, MB  CAN",CAN,23581.0,2005-07-30,52,2005,11,Myles,74.0,Stoesz,,207,13,8471865.0,Myles Stoesz,D,N,,7,R,N,SJS-ATL,ATL,210.0
1683,7392.0,87.0,20.0,N.E. Jr. Falcons,EJHL,1985-05-04,"Methuen, MA  USA",USA,8700.0,2005-07-30,52,2005,7,Matt,75.0,Generous,,208,14,8471866.0,Matt Generous,D,N,,7,R,N,BUF,BUF,208.0
1684,6728.0,153.0,18.0,CSKA Moscow 2,RUS,1987-02-27,"Moscow, Russia",RUS,30851.0,2005-07-30,52,2005,15,Viktor,74.0,Dovgan,,209,15,8472011.0,Viktor Dovgan,D,N,,7,L,N,WSH,WSH,205.0
